model_tag,step,ablation_mode,layer,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,engram_out_rms,branch_input_rms,mean_nll,bpb
nano-engram-d24-real-21218-ablation-true-paper-mhc-mhcheadfix-20260507,7001,none,2,0.24445420503616333,0.30873652693267006,0.00825954508036375,0.07494031637907028,0.8236541748046875,145.49595642089844,478.3728942871094,2.5320370197296143,0.7448483125751202
nano-engram-d24-real-21218-ablation-true-paper-mhc-mhcheadfix-20260507,7001,none,12,0.3364297151565552,0.22426789460093038,0.06401073187589645,0.3034266531467438,0.6587955951690674,119.68639373779297,113.77206420898438,2.5320370197296143,0.7448483125751202
nano-engram-d24-real-21218-ablation-true-paper-mhc-mhcheadfix-20260507,7001,none,18,0.21726156771183014,0.23365432526251265,0.010296639055013657,0.12665916979312897,0.5840478539466858,99.90120697021484,53.75193786621094,2.5320370197296143,0.7448483125751202
nano-engram-d24-randomize-21218-ablation-true-paper-mhc-mhcheadfix-20260507,7001,randomize,2,0.5443074107170105,0.4439024008521568,3.699704757309519e-05,0.6981039047241211,0.9999942779541016,4.195549488067627,68.2083740234375,2.592785120010376,0.7627185568226159
nano-engram-d24-randomize-21218-ablation-true-paper-mhc-mhcheadfix-20260507,7001,randomize,12,0.5191460251808167,0.4275287131118244,0.00014939233369659632,0.5638469457626343,0.9999317526817322,5.7527031898498535,13.060141563415527,2.592785120010376,0.7627185568226159
nano-engram-d24-randomize-21218-ablation-true-paper-mhc-mhcheadfix-20260507,7001,randomize,18,0.4868004620075226,0.43253165008746486,8.834874461172149e-05,0.45058155059814453,0.9997491836547852,5.723130226135254,47.46934509277344,2.592785120010376,0.7627185568226159
nano-engram-d24-uniform-21218-ablation-true-paper-mhc-mhcheadfix-20260507,7001,uniform,2,0.3173564672470093,0.40746708669451337,8.60719501361018e-06,0.007624290883541107,0.9814862608909607,3.9766485691070557,428.1810302734375,2.547027349472046,0.7492580118514709
nano-engram-d24-uniform-21218-ablation-true-paper-mhc-mhcheadfix-20260507,7001,uniform,12,0.004562702029943466,0.043577436735608814,1.4293279892996225e-09,7.253942158058635e-08,1.1800083484558854e-05,0.29491087794303894,176.6009979248047,2.547027349472046,0.7492580118514709
nano-engram-d24-uniform-21218-ablation-true-paper-mhc-mhcheadfix-20260507,7001,uniform,18,0.06185522675514221,0.12012427243445659,4.352261839812854e-06,0.00035953245242126286,0.23113007843494415,5.605713367462158,446.5485534667969,2.547027349472046,0.7492580118514709
